antenna 0	Antenna1	714.3	500.0	
antenna 1	Antenna1	1428.6	500.0	
antenna 2	Antenna1	2142.9	500.0	
antenna 3	Antenna1	2857.1	500.0	
antenna 4	Antenna1	3571.4	500.0	
antenna 5	Antenna1	4285.7	500.0	
antenna 6	Antenna1	714.3	1000.0	
antenna 7	Antenna1	1428.6	1000.0	
antenna 8	Antenna1	2142.9	1000.0	
antenna 9	Antenna1	2857.1	1000.0	
antenna 10	Antenna1	3571.4	1000.0	
antenna 11	Antenna1	4285.7	1000.0	
antenna 12	Antenna1	714.3	1500.0	
antenna 13	Antenna1	1428.6	1500.0	
antenna 14	Antenna1	2142.9	1500.0	
antenna 15	Antenna1	2857.1	1500.0	
antenna 16	Antenna1	3571.4	1500.0	
antenna 17	Antenna1	4285.7	1500.0	
antenna 18	Antenna1	714.3	2000.0	
antenna 19	Antenna1	1428.6	2000.0	
antenna 20	Antenna1	2142.9	2000.0	
antenna 21	Antenna1	2857.1	2000.0	
antenna 22	Antenna1	3571.4	2000.0	
antenna 23	Antenna1	4285.7	2000.0	
antenna 24	Antenna1	714.3	2500.0	
antenna 25	Antenna1	1428.6	2500.0	
antenna 26	Antenna1	2142.9	2500.0	
antenna 27	Antenna1	2857.1	2500.0	
antenna 28	Antenna1	3571.4	2500.0	
antenna 29	Antenna1	4285.7	2500.0	
antenna 30	Antenna1	714.3	3000.0	
antenna 31	Antenna1	1428.6	3000.0	
antenna 32	Antenna1	2142.9	3000.0	
antenna 33	Antenna1	2857.1	3000.0	
antenna 34	Antenna1	3571.4	3000.0	
antenna 35	Antenna1	4285.7	3000.0	
antenna 36	Antenna1	714.3	3500.0	
antenna 37	Antenna1	1428.6	3500.0	
antenna 38	Antenna1	2142.9	3500.0	
antenna 39	Antenna1	2857.1	3500.0	
ue     	989	UE3-App3	4141.0	522.8	app3
ue     	990	UE3-App3	4187.2	1419.6	app3
ue     	991	UE3-App3	2968.4	3192.1	app3
ue     	992	UE3-App3	4856.5	3082.7	app3
ue     	993	UE3-App3	2584.5	2460.2	app3
ue     	994	UE3-App3	1917.5	3065.3	app3
ue     	995	UE3-App3	4124.0	133.4	app3
ue     	996	UE3-App3	2834.8	1344.3	app3
ue     	997	UE3-App3	4952.6	3166.3	app3
ue     	998	UE3-App3	2146.2	3877.9	app3
ue     	999	UE3-App3	2446.5	38.7	app3
ue     	1000	UE3-App3	3402.0	1559.1	app3
ue     	1001	UE3-App3	3226.0	901.1	app3
ue     	1002	UE3-App3	3779.2	1777.5	app3
ue     	1003	UE3-App3	3903.1	728.6	app3
ue     	1004	UE3-App3	2957.2	3219.5	app3
ue     	1005	UE3-App3	3187.4	2647.0	app3
ue     	1006	UE3-App3	3946.8	1037.5	app3
ue     	1007	UE3-App3	4911.2	86.5	app3
ue     	1008	UE3-App3	3683.0	377.4	app3
ue     	1009	UE3-App3	3535.6	819.9	app3
ue     	1010	UE3-App3	4412.5	110.1	app3
ue     	1011	UE3-App3	3162.2	3115.7	app3
ue     	1012	UE3-App3	2625.3	1724.7	app3
ue     	1013	UE3-App3	930.9	183.0	app3
ue     	1014	UE3-App3	672.6	885.5	app3
ue     	1015	UE3-App3	3611.3	632.0	app3
ue     	1016	UE3-App3	2572.4	2600.3	app3
ue     	1017	UE3-App3	650.1	903.8	app3
ue     	1018	UE3-App3	2921.5	940.2	app3
ue     	1019	UE3-App3	3104.6	3246.9	app3
ue     	1020	UE3-App3	4393.1	3763.5	app3
ue     	1021	UE3-App3	3246.6	202.3	app3
ue     	1022	UE3-App3	1080.1	1917.6	app3
ue     	1023	UE3-App3	4920.3	2924.2	app3
ue     	1024	UE3-App3	3033.1	3967.8	app3
ue     	1025	UE3-App3	3784.6	1062.0	app3
ue     	1026	UE3-App3	842.3	899.3	app3
ue     	1027	UE3-App3	2242.3	1923.3	app3
ue     	1028	UE3-App3	2718.3	388.9	app3
ue     	1029	UE3-App3	2410.1	1481.3	app3
ue     	1030	UE3-App3	2893.0	433.5	app3
ue     	1031	UE3-App3	3990.8	1010.2	app3
ue     	1032	UE3-App3	3522.5	3418.0	app3
ue     	1033	UE3-App3	2576.7	3438.1	app3
ue     	1034	UE3-App3	37.5	3606.1	app3
ue     	1035	UE3-App3	3766.0	3547.7	app3
ue     	1036	UE3-App3	1222.5	624.7	app3
ue     	1037	UE3-App3	2516.7	3168.8	app3
ue     	1038	UE3-App3	2050.9	2836.8	app3
ue     	1039	UE3-App3	1735.8	480.8	app3
ue     	1040	UE3-App3	1682.3	392.7	app3
ue     	1041	UE3-App3	4473.5	1279.1	app3
ue     	1042	UE3-App3	4036.0	523.8	app3
ue     	1043	UE3-App3	4720.4	3177.4	app3
ue     	1044	UE3-App3	3350.9	3113.9	app3
ue     	1045	UE3-App3	4656.3	2956.7	app3
ue     	1046	UE3-App3	2148.9	90.7	app3
ue     	1047	UE3-App3	2214.2	2882.1	app3
ue     	1048	UE3-App3	2720.7	1923.4	app3
ue     	1049	UE3-App3	4033.2	267.8	app3
ue     	1050	UE3-App3	2317.3	1798.7	app3
ue     	1051	UE3-App3	4691.0	496.0	app3
ue     	1052	UE3-App3	2019.3	2245.0	app3
ue     	1053	UE3-App3	3607.1	273.0	app3
ue     	1054	UE3-App3	2527.8	597.8	app3
ue     	1055	UE3-App3	2953.9	1893.2	app3
ue     	1056	UE3-App3	2819.6	2080.1	app3
ue     	1057	UE3-App3	3271.3	839.4	app3
ue     	1058	UE3-App3	1116.7	3984.0	app3
ue     	1059	UE3-App3	1187.3	2039.2	app3
ue     	1060	UE3-App3	1484.8	2287.5	app3
ue     	1061	UE3-App3	688.4	703.0	app3
ue     	1062	UE3-App3	1021.2	605.8	app3
ue     	1063	UE3-App3	384.0	1790.0	app3
ue     	1064	UE3-App3	4687.9	2010.9	app3
ue     	1065	UE3-App3	2044.1	2463.9	app3
ue     	1066	UE3-App3	968.2	2153.2	app3
ue     	1067	UE3-App3	3594.1	3666.6	app3
ue     	1068	UE3-App3	306.7	119.6	app3
ue     	1069	UE3-App3	1855.3	1436.2	app3
ue     	1070	UE3-App3	3642.5	550.1	app3
ue     	1071	UE3-App3	3688.6	2947.5	app3
ue     	1072	UE3-App3	916.8	213.8	app3
ue     	1073	UE3-App3	1576.5	3765.0	app3
ue     	1074	UE3-App3	771.1	1779.5	app3
ue     	1075	UE3-App3	4607.8	3771.5	app3
ue     	1076	UE3-App3	3813.2	1499.3	app3
ue     	1077	UE3-App3	2970.3	47.3	app3
ue     	1078	UE3-App3	2589.9	2015.6	app3
ue     	1079	UE3-App3	4701.9	3310.8	app3
